row,original_index,problem_id,sample_idx,y_error,is_correct,n_steps,response_chars,primary_escape_raw_mean,primary_escape_mean,primary_escape_late,primary_escape_max,primary_coherent_escape,primary_late_coherent_escape,primary_normal_persistence,phase_escape_mean,phase_coherent_escape,shuffle_escape_mean,shuffle_coherent_escape,wrong_problem_escape_mean,wrong_problem_coherent_escape,random_escape_mean,rank_support_rate,mean_selected_rank,state_match_cosine_mean,shuffle_changed_rate_mean
1513,1578,131,6,0,1,5,206,0.20937728881835938,0.21095773577690125,nan,0.21095773577690125,0.21095773577690125,nan,1.0,0.21095773577690125,0.21095773577690125,0.5156573057174683,0.515657365322113,0.7849140167236328,0.6991221904754639,0.9929654598236084,0.25,4.0,0.9037114977836609,1.0
1514,1579,131,7,0,1,7,372,0.3057253956794739,0.22665494680404663,0.2635423541069031,0.3954296112060547,0.07387825101613998,0.12980251014232635,0.3259503245353699,0.22665494680404663,0.07387825101613998,0.6697705984115601,0.24736371636390686,0.6295619010925293,0.15215390920639038,0.990290105342865,0.5,4.0,0.8974008560180664,1.0
1515,1580,131,8,0,1,7,321,0.405271977186203,0.3457050621509552,0.47307103872299194,0.5395249724388123,0.10466931015253067,0.20334026217460632,0.3027705252170563,0.3457050621509552,0.10466931015253067,0.8969237208366394,0.34439051151275635,0.670132040977478,0.21402759850025177,0.9866073131561279,0.5,4.0,0.8911324143409729,1.0
1516,1581,131,9,0,1,8,350,0.540672779083252,0.4254784882068634,0.5007753372192383,0.7973068952560425,0.04091067239642143,0.06554707139730453,0.0961521565914154,0.4254784882068634,0.04091067239642143,0.7753675580024719,0.1513942927122116,0.7372806072235107,0.14459456503391266,0.9938755035400391,0.5714285969734192,4.0,0.891099214553833,1.0
1517,1582,131,10,0,1,4,247,0.21296794712543488,0.0703539103269577,nan,0.0703539103269577,0.0703539103269577,nan,1.0,0.0703539103269577,0.0703539103269577,0.8963475227355957,0.8963475227355957,0.6572659611701965,0.5422466993331909,0.9973732233047485,0.3333333432674408,4.0,0.9410580992698669,1.0
1518,1583,131,11,0,1,4,232,0.44554510712623596,0.47882455587387085,nan,0.47882455587387085,0.47882452607154846,nan,0.9999999403953552,0.47882455587387085,0.47882452607154846,0.8647328615188599,0.8647329211235046,0.7868876457214355,0.7168326377868652,0.9902198910713196,0.3333333432674408,3.6666667461395264,0.9211377501487732,1.0
1519,1584,132,0,0,1,12,410,0.6505270004272461,0.5907973647117615,0.6757187247276306,0.9307692050933838,0.0913321003317833,0.12322280555963516,0.15459124743938446,0.5907973647117615,0.0913321003317833,0.7215502262115479,0.10487712174654007,0.8087950348854065,0.07180029153823853,0.9944022297859192,0.4545454680919647,3.545454502105713,0.7582750916481018,1.0
1520,1585,132,1,0,1,7,590,0.6800161600112915,0.0394403450191021,nan,0.0394403450191021,0.0394403450191021,nan,1.0,0.0394403450191021,0.0394403450191021,0.6513758897781372,0.6513758897781372,0.8420131802558899,0.7550408244132996,0.9902670383453369,0.1666666716337204,4.0,0.8161298036575317,1.0
1521,1586,132,2,1,0,5,574,0.45721495151519775,0.06177220493555069,nan,0.06177220493555069,0.06177219748497009,nan,1.0,0.06177220493555069,0.06177219748497009,0.7137372493743896,0.7137373089790344,0.8497918248176575,0.765419065952301,0.9936813712120056,0.25,4.0,0.8308064937591553,1.0
1522,1587,132,3,0,1,9,643,0.37066447734832764,0.2687840461730957,nan,0.2687840461730957,0.2687840461730957,nan,0.9999998807907104,0.2687840461730957,0.2687840461730957,0.5587352514266968,0.5587352514266968,0.7347331047058105,0.6249552369117737,0.9955335855484009,0.125,4.0,0.8252148628234863,1.0
1523,1588,132,4,0,1,11,630,0.29848340153694153,0.4357958137989044,0.5511541366577148,0.8886719942092896,0.023202864453196526,0.03150533512234688,0.053242508322000504,0.4357958137989044,0.023202864453196526,0.681541383266449,0.11380928754806519,0.7449921369552612,0.10743837803602219,0.9845621585845947,0.4000000059604645,3.799999952316284,0.8179449439048767,1.0
1524,1589,132,5,0,1,10,500,0.6224484443664551,0.5419836640357971,0.4110572934150696,0.803836464881897,0.12914906442165375,0.1442517191171646,0.23828956484794617,0.5419836640357971,0.12914906442165375,0.8526199460029602,0.25137752294540405,0.7372444272041321,0.20079119503498077,0.9892489314079285,0.3333333432674408,3.8888888359069824,0.7650489807128906,1.0
1525,1590,132,6,0,1,9,472,0.6131576299667358,0.2872433662414551,nan,0.2872433662414551,0.2872433662414551,nan,1.0,0.2872433662414551,0.2872433662414551,0.823451042175293,0.823451042175293,0.8051369786262512,0.6980475783348083,0.9922009110450745,0.125,4.0,0.8128819465637207,1.0
1526,1591,132,7,0,1,9,623,0.24416597187519073,0.2121984362602234,nan,0.2121984362602234,0.21219845116138458,nan,1.0000001192092896,0.2121984362602234,0.21219845116138458,0.6454644203186035,0.6454644799232483,0.8195430636405945,0.7321301102638245,0.9966965913772583,0.125,4.0,0.834922194480896,1.0
1527,1592,132,8,0,1,8,711,0.49923765659332275,0.04874611645936966,nan,0.04874611645936966,0.04874611645936966,nan,1.0,0.04874611645936966,0.04874611645936966,0.5848101377487183,0.5848101377487183,0.8578335642814636,0.7737464904785156,0.9765469431877136,0.1428571492433548,4.0,0.8009330630302429,1.0
1528,1593,132,9,0,1,10,642,0.7252138257026672,0.5911248326301575,0.45042887330055237,0.8725166916847229,0.18533922731876373,0.18307247757911682,0.31353652477264404,0.5911248326301575,0.18533922731876373,0.8077280521392822,0.2548823654651642,0.7110536098480225,0.19802585244178772,0.9878966808319092,0.3333333432674408,3.8888888359069824,0.8006100654602051,1.0
1529,1594,132,10,0,1,9,574,0.14009487628936768,0.05978609248995781,nan,0.05978609248995781,0.05978609621524811,nan,1.0,0.05978609248995781,0.05978609621524811,0.8732651472091675,0.8732651472091675,0.778026282787323,0.6782072186470032,0.9882544875144958,0.125,4.0,0.8307287096977234,1.0
1530,1595,132,11,0,1,8,696,0.5314567685127258,0.04730166867375374,nan,0.04730166867375374,0.04730166494846344,nan,0.9999999403953552,0.04730166867375374,0.04730166494846344,0.9180823564529419,0.9180823564529419,0.8452074527740479,0.7604790925979614,0.9944111108779907,0.1428571492433548,4.0,0.8016330599784851,1.0
1531,1596,133,0,0,1,6,309,0.1849360316991806,0.10715197771787643,0.12295150011777878,0.14550232887268066,0.024498682469129562,0.12295150011777878,0.22863487899303436,0.10715197771787643,0.024498682469129562,0.6291952133178711,0.2549223303794861,0.7523704171180725,0.11258313059806824,0.9906041026115417,0.6000000238418579,3.799999952316284,0.9206689596176147,1.0
1532,1597,133,1,0,1,10,835,0.832548975944519,0.8139565587043762,0.7078098058700562,0.9791784286499023,0.0375601164996624,0.07327167689800262,0.04614511504769325,0.8139565587043762,0.0375601164996624,0.808271586894989,0.05415062606334686,0.8771434426307678,0.030540965497493744,0.9946237802505493,0.7777777910232544,2.777777671813965,0.8112860321998596,1.0
1533,1598,133,2,0,1,9,407,0.6429628729820251,0.6373777389526367,0.8081145286560059,0.957564651966095,0.02154688350856304,0.10381957143545151,0.033805523067712784,0.6373777389526367,0.02154688350856304,0.9313356876373291,0.09446738660335541,0.8782770037651062,0.03979336842894554,0.9930251240730286,0.75,3.25,0.8520504236221313,1.0
1534,1599,133,3,0,1,5,421,0.3729569911956787,0.11114856600761414,nan,0.17663146555423737,0.03689271956682205,nan,0.33192259073257446,0.11114856600761414,0.03689271956682205,0.7710859179496765,0.40209829807281494,0.8982131481170654,0.24093179404735565,0.9912905693054199,0.5,3.75,0.9292834997177124,1.0
1535,1600,133,4,0,1,6,448,0.10781708359718323,0.05393081530928612,0.061759669333696365,0.06795158982276917,0.011366666294634342,0.061759669333696365,0.2107638716697693,0.05393081530928612,0.011366666294634342,0.7523348331451416,0.30442506074905396,0.7445297837257385,0.11078763008117676,0.9890435338020325,0.6000000238418579,3.799999952316284,0.9286409020423889,1.0
1536,1601,133,5,0,1,6,294,0.20271839201450348,0.14270368218421936,0.18277187645435333,0.18277187645435333,0.033993978053331375,0.18277187645435333,0.2382137030363083,0.14270368218421936,0.033993978053331375,0.6578161716461182,0.24864864349365234,0.7603052854537964,0.11596159636974335,0.9898079633712769,0.6000000238418579,3.799999952316284,0.9130811095237732,1.0
1537,1602,133,6,0,1,6,433,0.28418833017349243,0.14944663643836975,0.1177600771188736,0.19022169709205627,0.024501005187630653,0.117760069668293,0.16394482553005219,0.14944663643836975,0.024501005187630653,0.8034688234329224,0.30247601866722107,0.7342028617858887,0.12320516258478165,0.9925021529197693,0.6000000238418579,3.799999952316284,0.9195727705955505,1.0
1538,1603,133,7,0,1,8,511,0.5360943078994751,0.5244114398956299,0.5642719268798828,0.8331801891326904,0.058176711201667786,0.11351713538169861,0.11093714088201523,0.5244114398956299,0.058176711201667786,0.739510178565979,0.11355159431695938,0.6872278451919556,0.08034293353557587,0.9915170669555664,0.7142857313156128,3.5714285373687744,0.8669790029525757,1.0
1539,1604,133,8,0,1,7,350,0.5352222919464111,0.5095371007919312,0.45521479845046997,0.7218408584594727,0.07832726091146469,0.13699732720851898,0.1537223905324936,0.5095371007919312,0.07832726091146469,0.6821059584617615,0.08931779861450195,0.6967601776123047,0.06467319279909134,0.9922815561294556,0.6666666865348816,3.8333332538604736,0.832109808921814,1.0
1540,1605,133,9,0,1,6,417,0.10901454091072083,0.05107590928673744,0.05755803734064102,0.06832285970449448,0.013012100011110306,0.05755803734064102,0.2547600269317627,0.05107590928673744,0.013012100011110306,0.8273265361785889,0.39445844292640686,0.735715389251709,0.11231351643800735,0.9918563961982727,0.6000000238418579,3.799999952316284,0.9332711696624756,1.0
1541,1606,133,10,0,1,6,451,0.1435798853635788,0.1468195617198944,0.06385990977287292,0.3127615749835968,0.04597167670726776,0.06385990977287292,0.31311681866645813,0.1468195617198944,0.04597167670726776,0.7519245147705078,0.3780631124973297,0.7339898943901062,0.11179641634225845,0.99556964635849,0.6000000238418579,3.799999952316284,0.9249172210693359,1.0
1542,1607,133,11,0,1,6,493,0.2316659390926361,0.06225639581680298,0.07800520211458206,0.07800520211458206,0.012778444215655327,0.07800520211458206,0.20525512099266052,0.06225639581680298,0.012778444215655327,0.7946748733520508,0.3537866175174713,0.755050003528595,0.11099809408187866,0.9938444495201111,0.6000000238418579,3.799999952316284,0.929570198059082,1.0
1543,1608,134,0,0,1,6,229,0.23842377960681915,0.16186203062534332,0.27328598499298096,0.27328598499298096,0.02993101254105568,0.27328598499298096,0.18491682410240173,0.16186203062534332,0.02993101254105568,0.8081637620925903,0.16707365214824677,0.9347364902496338,0.15047341585159302,0.9917729496955872,0.6000000238418579,4.0,0.8699926137924194,1.0
1544,1609,134,1,0,1,7,282,0.2726290225982666,0.1908082216978073,nan,0.3015524744987488,0.059305254369974136,nan,0.31081077456474304,0.1908082216978073,0.059305254369974136,0.49587810039520264,0.12683607637882233,0.9074772000312805,0.15050511062145233,0.9874818325042725,0.5,4.0,0.8788836598396301,1.0
1545,1610,134,2,0,1,7,299,0.3788374960422516,0.3342224657535553,nan,0.5245888233184814,0.06803571432828903,nan,0.20356416702270508,0.3342224657535553,0.06803571432828903,0.9035627841949463,0.25960955023765564,0.9057382345199585,0.2282230257987976,0.9876403212547302,0.5,4.0,0.8790868520736694,1.0
1546,1611,134,3,0,1,8,413,0.4239300787448883,0.36594104766845703,0.5319265723228455,0.6879898309707642,0.02230978198349476,0.040066614747047424,0.060965508222579956,0.36594104766845703,0.02230978198349476,0.7975268363952637,0.1269984096288681,0.7671055197715759,0.0643329843878746,0.9940527081489563,0.8571428656578064,4.0,0.8816685080528259,1.0
1547,1612,134,4,0,1,6,291,0.4084637463092804,0.4005180299282074,0.5268095135688782,0.5268095135688782,0.06795410066843033,0.526809573173523,0.16966550052165985,0.4005180299282074,0.06795410066843033,0.6595356464385986,0.15500731766223907,0.7868969440460205,0.1624661087989807,0.9863124489784241,0.6000000238418579,4.0,0.8426990509033203,1.0
1548,1613,134,5,0,1,6,348,0.08482859283685684,0.07962583750486374,0.13408735394477844,0.13408735394477844,0.01036390382796526,0.13408735394477844,0.13015754520893097,0.07962583750486374,0.01036390382796526,0.4720528721809387,0.10161788016557693,0.9457012414932251,0.12361327558755875,0.9940080046653748,0.6000000238418579,4.0,0.8772683143615723,1.0
1549,1614,134,6,0,1,6,374,0.09405728429555893,0.06626953184604645,0.08117040991783142,0.08117040991783142,0.01588369905948639,0.08117040246725082,0.23968328535556793,0.06626953184604645,0.01588369905948639,0.6575461030006409,0.13022208213806152,0.9443193674087524,0.1311950832605362,0.9930323958396912,0.6000000238418579,4.0,0.894558846950531,1.0
1550,1615,134,7,0,1,8,328,0.2635495364665985,0.20820695161819458,0.13343721628189087,0.3872238099575043,0.0439220666885376,0.13343723118305206,0.21095387637615204,0.20820695161819458,0.0439220666885376,0.7593095302581787,0.17830008268356323,0.7423974275588989,0.15609624981880188,0.9876153469085693,0.5714285969734192,4.0,0.875990629196167,1.0
1551,1616,134,8,0,1,8,405,0.2760096490383148,0.28838178515434265,0.4196774661540985,0.4427197575569153,0.01753339357674122,0.033306799829006195,0.0607992447912693,0.28838178515434265,0.01753339357674122,0.8041225671768188,0.14801056683063507,0.8215341567993164,0.0912148654460907,0.9895809888839722,0.7142857313156128,3.857142925262451,0.8696877360343933,1.0
1552,1617,134,9,0,1,9,469,0.38352781534194946,0.373496413230896,0.48006105422973633,0.8718732595443726,0.050487373024225235,0.11721466481685638,0.13517498970031738,0.373496413230896,0.050487373024225235,0.7561416029930115,0.07937884330749512,0.706800639629364,0.059496715664863586,0.9956871867179871,0.75,4.0,0.8514673709869385,1.0
1553,1618,134,10,0,1,7,421,0.384792298078537,0.3492719233036041,0.3314651846885681,0.7034249305725098,0.07398198544979095,0.3314651548862457,0.21181774139404297,0.3492719233036041,0.07398198544979095,0.8377636671066284,0.21460820734500885,0.6593393087387085,0.09335488080978394,0.9909284710884094,0.6666666865348816,3.8333332538604736,0.8635551929473877,1.0
1554,1619,134,11,0,1,6,329,0.07548188418149948,0.0557127483189106,0.07998771965503693,0.07998771965503693,0.011497469618916512,0.07998773455619812,0.2063705176115036,0.0557127483189106,0.011497469618916512,0.4290199279785156,0.11556465178728104,0.9473981857299805,0.1348274201154709,0.9916709661483765,0.6000000238418579,4.0,0.8819875121116638,1.0
1555,1620,135,0,0,1,7,293,0.27012282609939575,0.10252425074577332,0.10252425074577332,0.10252425074577332,0.10252425074577332,0.10252425074577332,1.0,0.10252425074577332,0.10252425074577332,0.41415584087371826,0.41415584087371826,0.4322151839733124,0.3459736108779907,0.9946653842926025,0.1666666716337204,4.0,0.8758645057678223,1.0
1556,1621,135,1,0,1,7,449,0.24827904999256134,0.13878490030765533,0.13878490030765533,0.13878490030765533,0.13878490030765533,0.13878490030765533,1.0,0.13878490030765533,0.13878490030765533,0.4307383894920349,0.43073832988739014,0.39656224846839905,0.315541535615921,0.9935263991355896,0.1666666716337204,4.0,0.9003806114196777,1.0
1557,1622,135,2,0,1,4,328,0.7359299063682556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.844347357749939,1.0
1558,1623,135,3,0,1,7,306,0.20611275732517242,0.08649445325136185,0.08649445325136185,0.08649445325136185,0.08649445325136185,0.08649445325136185,1.0,0.08649445325136185,0.08649445325136185,0.8836065530776978,0.8836065530776978,0.378902405500412,0.29297587275505066,0.9981809258460999,0.1666666716337204,4.0,0.895767331123352,1.0
1559,1624,135,4,0,1,7,449,0.19848236441612244,0.08957921713590622,0.08957921713590622,0.08957921713590622,0.08957920968532562,0.08957920968532562,0.9999999403953552,0.08957921713590622,0.08957920968532562,0.38574039936065674,0.3857404291629791,0.375309556722641,0.2943083643913269,0.9930616617202759,0.1666666716337204,4.0,0.9028645157814026,1.0
1560,1625,135,5,0,1,8,593,0.6486968398094177,0.5511963367462158,0.41982123255729675,0.8139464855194092,0.17825071513652802,0.17665840685367584,0.32338881492614746,0.5511963367462158,0.17825071513652802,0.7755619287490845,0.282741904258728,0.7203568816184998,0.1961597502231598,0.9825970530509949,0.4285714328289032,3.857142925262451,0.8534600734710693,1.0
1561,1626,135,6,0,1,8,386,0.42876580357551575,0.2802159786224365,0.2802159786224365,0.4921516478061676,0.1012408509850502,0.1012408509850502,0.36129578948020935,0.2802159786224365,0.1012408509850502,0.4876061677932739,0.21883153915405273,0.49032509326934814,0.1269422173500061,0.995145320892334,0.2857142984867096,3.857142925262451,0.857460618019104,1.0
1562,1627,135,7,0,1,8,377,0.34071654081344604,0.4577312171459198,0.4577312171459198,0.6010173559188843,0.0708249881863594,0.0708249881863594,0.15473051369190216,0.4577312171459198,0.0708249881863594,0.8320335745811462,0.2509617209434509,0.6969499588012695,0.1324881613254547,0.9874143600463867,0.2857142984867096,3.857142925262451,0.8773807883262634,1.0
1563,1628,135,8,0,1,9,564,0.6199327707290649,0.5653769969940186,0.5653769969940186,0.9330084323883057,0.06669197976589203,0.06669197976589203,0.11796019971370697,0.5653769969940186,0.06669197976589203,0.7481397390365601,0.21307319402694702,0.708946168422699,0.09080851823091507,0.9963933229446411,0.375,3.5,0.8409052491188049,1.0
1564,1629,135,9,0,1,7,441,0.16010653972625732,0.10406104475259781,0.10406104475259781,0.10406104475259781,0.10406103730201721,0.10406103730201721,0.9999999403953552,0.10406104475259781,0.10406103730201721,0.8750330209732056,0.8750330209732056,0.3986084461212158,0.3135305345058441,0.9978660345077515,0.1666666716337204,4.0,0.9027696847915649,1.0
1565,1630,135,10,0,1,7,389,0.3297513425350189,0.3199664354324341,0.1485632359981537,0.4913696050643921,0.16795304417610168,0.1485632359981537,0.5249083042144775,0.3199664354324341,0.16795304417610168,0.5604159832000732,0.30544334650039673,0.6671092510223389,0.27742117643356323,0.9925718307495117,0.3333333432674408,4.0,0.8906016945838928,1.0
1566,1631,135,11,0,1,5,372,0.5044430494308472,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8421796560287476,1.0
1567,1632,136,0,0,1,13,630,0.6612380146980286,0.7582089900970459,0.7582089900970459,0.9617167711257935,0.04128369316458702,0.04128369316458702,0.05444896221160889,0.7582089900970459,0.04128369316458702,0.8999404907226562,0.11139150708913803,0.8541356325149536,0.10585945844650269,0.9863439798355103,0.3333333432674408,4.0,0.8080234527587891,1.0
1568,1633,136,1,0,1,9,448,0.44509872794151306,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8182510733604431,1.0
1569,1634,136,2,0,1,8,495,0.4756298065185547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8452723026275635,1.0
1570,1635,136,3,0,1,7,312,0.46632352471351624,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8193594217300415,1.0
1571,1636,136,4,0,1,5,297,0.47712063789367676,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8373565077781677,1.0
1572,1637,136,5,0,1,6,270,0.45993462204933167,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8130891919136047,1.0
1573,1638,136,6,0,1,3,145,0.5578007698059082,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8279959559440613,1.0
1574,1639,136,7,0,1,4,298,0.6402140259742737,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7745152115821838,1.0
1575,1640,136,8,0,1,7,319,0.44597700238227844,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8181248307228088,1.0
1576,1641,136,9,0,1,7,394,0.3522118031978607,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8433754444122314,1.0
1577,1642,136,10,0,1,11,467,0.5251420736312866,0.9033194780349731,0.9033194780349731,0.9779914617538452,0.2587980031967163,0.2587980031967163,0.286496639251709,0.9033194780349731,0.2587980031967163,0.8914493918418884,0.24651409685611725,0.9273951649665833,0.2212076187133789,0.9873958230018616,0.20000000298023224,4.0,0.8032379746437073,1.0
1578,1643,136,11,0,1,10,596,0.6112657785415649,0.6415937542915344,0.6415937542915344,0.6415937542915344,0.6415936946868896,0.6415936946868896,0.9999998211860657,0.6415937542915344,0.6415936946868896,0.6518430113792419,0.6518430113792419,0.9388511180877686,0.9138345122337341,0.9997408390045166,0.1111111119389534,4.0,0.8113620281219482,1.0
1579,1644,137,0,0,1,8,556,0.06959114968776703,0.06959114968776703,0.10948231816291809,0.1701332926750183,0.0015183957293629646,0.008642332628369331,0.021818803623318672,0.06959114968776703,0.0015183957293629646,0.8270198702812195,0.06931737810373306,0.8658791184425354,0.0385700985789299,0.996242105960846,1.0,3.0,0.8922635912895203,1.0
1580,1645,137,1,0,1,8,425,0.026804760098457336,0.026804760098457336,0.04186386987566948,0.045536965131759644,0.001073144725523889,0.00457584485411644,0.04003560543060303,0.026804760098457336,0.001073144725523889,0.7272088527679443,0.0977906733751297,0.8714745044708252,0.0391937680542469,0.993236780166626,1.0,3.0,0.892594575881958,1.0
1581,1646,137,2,0,1,8,459,0.038353316485881805,0.038353316485881805,0.06635172665119171,0.08473032712936401,0.0021095031406730413,0.013203708454966545,0.055001843720674515,0.038353316485881805,0.0021095031406730413,0.9179700016975403,0.05322342738509178,0.8755131363868713,0.03795235604047775,0.9929965138435364,1.0,3.0,0.8934201598167419,1.0
1582,1647,137,3,0,1,15,462,0.19252082705497742,0.19252082705497742,0.15935936570167542,0.4234275817871094,0.0021078477147966623,0.006642506457865238,0.010948673821985722,0.19252082705497742,0.0021078477147966623,0.6996232271194458,0.010752585716545582,0.7711189985275269,0.007738789077848196,0.9923720359802246,1.0,3.2857143878936768,0.8402252197265625,1.0
1583,1648,137,4,0,1,7,519,0.23641350865364075,0.23641350865364075,0.6108341217041016,0.9019134044647217,0.03097701258957386,0.28516724705696106,0.131028950214386,0.23641350865364075,0.03097701258957386,0.8230410218238831,0.07021009176969528,0.8563069105148315,0.042318738996982574,0.9971622228622437,1.0,2.6666667461395264,0.8981738090515137,1.0
1584,1649,137,5,0,1,9,605,0.2344198226928711,0.2344198226928711,0.48921483755111694,0.8995264768600464,0.012634833343327045,0.08911050111055374,0.053898315876722336,0.2344198226928711,0.012634833343327045,0.8809645175933838,0.057680271565914154,0.878748893737793,0.02286607027053833,0.9944975972175598,1.0,2.875,0.8788905143737793,1.0
1585,1650,137,6,0,1,8,428,0.06930603832006454,0.06930603832006454,0.0982336476445198,0.12102271616458893,0.0020049933809787035,0.009000188671052456,0.028929563239216805,0.06930603832006454,0.0020049933809787035,0.9025216102600098,0.08553504943847656,0.8797970414161682,0.037460364401340485,0.9967340230941772,1.0,3.0,0.8876639008522034,1.0
1586,1651,137,7,0,1,15,365,0.18134629726409912,0.18134629726409912,0.1768108308315277,0.30288058519363403,0.0022840257734060287,0.010541760362684727,0.012594830244779587,0.18134629726409912,0.0022840257734060287,0.7204655408859253,0.010000976733863354,0.8003795146942139,0.009366889484226704,0.9920433163642883,1.0,3.2142856121063232,0.8396826386451721,1.0
1587,1652,137,8,0,1,15,772,0.37919339537620544,0.37919339537620544,0.22557060420513153,0.6427956819534302,0.007102732080966234,0.009257325902581215,0.01873115822672844,0.37919339537620544,0.007102732080966234,0.7554903030395508,0.021192297339439392,0.8163365721702576,0.01420225203037262,0.9944925904273987,1.0,3.0714285373687744,0.8650784492492676,1.0
1588,1653,137,9,0,1,15,533,0.26694783568382263,0.26694783568382263,0.259574294090271,0.5862826108932495,0.003389393910765648,0.007155094761401415,0.01269683986902237,0.26694783568382263,0.003389393910765648,0.6612840294837952,0.013417553156614304,0.8263736367225647,0.0096327755600214,0.9923914670944214,1.0,3.0714285373687744,0.8497881293296814,1.0
1589,1654,137,10,0,1,8,436,0.0387067049741745,0.0387067049741745,0.0535418801009655,0.07022722065448761,0.0017112874193117023,0.007526753935962915,0.04421165958046913,0.0387067049741745,0.0017112874193117023,0.7593316435813904,0.08828787505626678,0.8698099851608276,0.0411851592361927,0.9945048689842224,1.0,3.0,0.893669068813324,1.0
1590,1655,137,11,0,1,15,771,0.34493494033813477,0.34493494033813477,0.4637675881385803,0.7187473773956299,0.0034060461912304163,0.006835799664258957,0.009874459356069565,0.34493494033813477,0.0034060461912304163,0.6830998063087463,0.014154449105262756,0.832464337348938,0.012097003869712353,0.9943918585777283,1.0,2.857142925262451,0.8533174395561218,1.0
1591,1656,138,0,0,1,8,780,0.43013814091682434,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8006540536880493,1.0
1592,1657,138,1,0,1,21,1255,0.8340986967086792,0.8726320266723633,0.822216808795929,0.981061577796936,0.01911539025604725,0.027661681175231934,0.02190544269979,0.8726320266723633,0.01911539025604725,0.8262944221496582,0.02353464998304844,0.9220538139343262,0.017649777233600616,0.9959198236465454,0.6000000238418579,3.0999999046325684,0.7701300382614136,1.0
1593,1658,138,2,0,1,10,885,0.44255495071411133,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8172837495803833,1.0
1594,1659,138,3,0,1,13,1022,0.6140516400337219,0.625556230545044,0.625556230545044,0.9079498052597046,0.10177100449800491,0.10177100449800491,0.16268882155418396,0.625556230545044,0.10177100449800491,0.6338855028152466,0.13461127877235413,0.7986988425254822,0.09108380228281021,0.9954267740249634,0.3333333432674408,3.8333332538604736,0.8151487708091736,1.0
1595,1660,138,4,0,1,9,595,0.5520516633987427,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8001917600631714,1.0
1596,1661,138,5,0,1,6,617,0.7481572031974792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7651369571685791,1.0
1597,1662,138,6,0,1,12,841,0.5318143963813782,0.417137086391449,0.417137086391449,0.5992193222045898,0.1287897527217865,0.1287897527217865,0.3087468445301056,0.417137086391449,0.1287897527217865,0.7166329622268677,0.26540830731391907,0.6577082872390747,0.2022993564605713,0.985194206237793,0.1818181872367859,4.0,0.8032251596450806,1.0
1598,1663,138,7,0,1,10,631,0.6057169437408447,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7897157669067383,1.0
1599,1664,138,8,0,1,9,794,0.5516402721405029,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8156155347824097,1.0
1600,1665,138,9,0,1,15,1084,0.6562402844429016,0.7873619198799133,0.7597428560256958,0.9384719133377075,0.04083627462387085,0.031093530356884003,0.05186467245221138,0.7873619198799133,0.04083627462387085,0.7578033804893494,0.08146478980779648,0.8416866064071655,0.050576161593198776,0.9917373061180115,0.4285714328289032,3.7142856121063232,0.7926197648048401,1.0
1601,1667,138,11,0,1,11,955,0.5001916289329529,0.20261304080486298,0.20261304080486298,0.20261304080486298,0.20261304080486298,0.20261304080486298,1.0000001192092896,0.20261304080486298,0.20261304080486298,0.3262786865234375,0.3262786865234375,0.5565555691719055,0.4586111605167389,0.9948664307594299,0.10000000149011612,4.0,0.815172553062439,1.0
1602,1668,139,0,0,1,7,194,0.2091846615076065,0.14040857553482056,0.1903345286846161,0.1903345286846161,0.07114359736442566,0.1903345286846161,0.5066898465156555,0.14040857553482056,0.07114359736442566,0.678135871887207,0.40270760655403137,0.6605682373046875,0.2449522167444229,0.9964867234230042,0.3333333432674408,4.0,0.8600599765777588,1.0
